Production Line,Approved items,Rejected items,Total items,Work Station,Avg. Fixing time,Avg. Supplying time,Avg. Production Time WS,Avg. Production time PL,Day,Downtime
PL#1, 1145, 555, 1700, WS#1@PL#1, 0.3194839466194594, 11.917005560164496, 4.021364319389575, 8.572075984493855, 78, 24356.91787194756
PL#1, 112, 46, 158, WS#2@PL#1, 0.4646293979777556, 10.042104120317786, 3.9395936580678645, 8.572075984493855, 78, 3094.256813124219
PL#1, 85, 46, 131, WS#3@PL#1, 0.3652193057003237, 8.875061976111187, 4.009346160508105, 8.572075984493855, 78, 1490.060376096672
PL#1, 60, 45, 105, WS#4@PL#1, 0.2635934391870297, 9.660260487856087, 4.010948879957871, 8.572075984493855, 78, 1267.6955681847078
PL#1, 74, 37, 111, WS#5@PL#1, 0.3461690750423193, 9.8566681570849, 3.9305158646482004, 8.572075984493855, 78, 1136.4684256842445
PL#1, 48, 24, 72, WS#6@PL#1, 0.24702192441983536, 12.674695579013655, 3.992512330475913, 8.572075984493855, 78, 893.1572167170319
PL#1, 71, 45, 116, WS#1@PL#1, 0.30459809514553077, 5.32896581552671, 4.0062416781726125, 7.3673725924348314, 79, 963.3152396589828
PL#1, 12, 6, 18, WS#2@PL#1, 0.3536808379912433, 3.806553025034807, 4.151633388384911, 7.3673725924348314, 79, 150.86625157871322
PL#1, 3, 3, 6, WS#3@PL#1, 0.05900341081819723, 4.330789516397459, 4.179762383214487, 7.3673725924348314, 79, 108.48490539642918
PL#1, 2, 2, 4, WS#4@PL#1, 0.5842097830498183, 0.0, 4.109796648590303, 7.3673725924348314, 79, 66.16841956609963
PL#1, 3, 1, 4, WS#5@PL#1, 0.06949435898484069, 0.0, 4.454861713822336, 7.3673725924348314, 79, 65.06949435898484
PL#1, 3, 1, 4, WS#6@PL#1, 0.757356657532327, 0.0, 3.9594602949031965, 7.3673725924348314, 79, 65.75735665753233
PL#1, 1175, 518, 1693, WS#1@PL#1, 0.3174823513389391, 11.87298933635542, 3.9976169061444704, 8.554549497978867, 80, 24575.321933540312
PL#1, 103, 49, 152, WS#2@PL#1, 0.2627819502147802, 8.703530858517922, 4.04767255439375, 8.554549497978867, 80, 2432.4578942285066
PL#1, 90, 34, 124, WS#3@PL#1, 0.28156754331306905, 9.913333182675602, 3.9814312777911582, 8.554549497978867, 80, 1744.4066034408747
PL#1, 59, 45, 104, WS#4@PL#1, 0.3251024398708535, 8.881306305950096, 3.9757114041032233, 8.554549497978867, 80, 902.760240389198
PL#1, 70, 34, 104, WS#5@PL#1, 0.2969492473628382, 11.050467419090854, 4.065690386342196, 8.554549497978867, 80, 1512.9598434066927
PL#1, 48, 20, 68, WS#6@PL#1, 0.3492252663569042, 12.24812570560505, 3.9938420506673595, 8.554549497978867, 80, 913.3458075419118
PL#1, 871, 454, 1325, WS#1@PL#1, 0.33421754000648535, 12.878865078995984, 4.001505687545415, 8.37003188776286, 81, 21462.403429240538
PL#1, 96, 27, 123, WS#2@PL#1, 0.4676620456786483, 10.498365061246556, 3.9471368583683586, 8.37003188776286, 81, 3204.2475694425243
PL#1, 54, 22, 76, WS#3@PL#1, 0.2739824501466766, 12.278503027282147, 3.891585792666127, 8.37003188776286, 81, 2186.333965067956
PL#1, 44, 19, 63, WS#4@PL#1, 0.4321604050613369, 13.768960223420951, 4.139680311246136, 8.37003188776286, 81, 1728.038263335632
PL#1, 45, 25, 70, WS#5@PL#1, 0.2585329874221503, 14.534515594204157, 3.9504333539022958, 8.37003188776286, 81, 2041.5006969755195
PL#1, 37, 16, 53, WS#6@PL#1, 0.2784949771634677, 11.855533567308171, 3.906711015351888, 8.37003188776286, 81, 1234.6772623269424
PL#1, 5, 2, 7, WS#1@PL#1, 0.5596600248204133, 1.4948897159220624, 4.152931829265178, 9.631635921098022, 82, 23.0886583451732
PL#1, 1, 0, 1, WS#2@PL#1, 0.0, 0.0, 3.983022136826014, 9.631635921098022, 82, 13
PL#1, 0, 0, 0, WS#3@PL#1, 0.0, 0.0, 4.727929029162762, 9.631635921098022, 82, 13
PL#1, 0, 0, 0, WS#4@PL#1, 0.0, 0.0, 0.0, 9.631635921098022, 82, 13
PL#1, 0, 0, 0, WS#5@PL#1, 0.0, 0.0, 4.19500500139201, 9.631635921098022, 82, 13
PL#1, 0, 0, 0, WS#6@PL#1, 0.0, 0.0, 3.7376451438989777, 9.631635921098022, 82, 13
PL#1, 212, 114, 326, WS#1@PL#1, 0.3218289207105865, 12.242680915237642, 3.970604988048068, 8.150859586819728, 83, 5369.614481360816
PL#1, 22, 9, 31, WS#2@PL#1, 0.10522197662525004, 9.088624763922407, 3.9252710160244155, 8.150859586819728, 83, 646.3782359857476
PL#1, 12, 8, 20, WS#3@PL#1, 0.21982086407400803, 19.214496619884358, 3.947123864584731, 8.150859586819728, 83, 538.6195060705105
PL#1, 8, 7, 15, WS#4@PL#1, 0.18243732397578988, 13.830849308741696, 3.8612016749085645, 8.150859586819728, 83, 330.5855543552475
PL#1, 18, 7, 25, WS#5@PL#1, 0.1961539791269595, 10.108637884969532, 3.904544017738288, 8.150859586819728, 83, 374.32855978334027
PL#1, 14, 8, 22, WS#6@PL#1, 0.3371270559218811, 17.695902052471258, 3.7827077561905362, 8.150859586819728, 83, 441.43964518197265
PL#1, 284, 155, 439, WS#1@PL#1, 0.39136634553178795, 11.23456921647922, 4.017812047672432, 8.330833081358358, 84, 6289.452606724372
PL#1, 39, 10, 49, WS#2@PL#1, 0.2890003877902322, 6.348303116765323, 4.050677946937358, 8.330833081358358, 84, 826.2372843867814
PL#1, 17, 7, 24, WS#3@PL#1, 0.29867420178457643, 10.690765893274605, 3.9351325874261467, 8.330833081358358, 84, 446.5245054914349
PL#1, 18, 14, 32, WS#4@PL#1, 0.41832805492245484, 10.497361971851431, 3.971136015789002, 8.330833081358358, 84, 677.7510716429716
PL#1, 16, 8, 24, WS#5@PL#1, 0.5255286289067218, 8.26664820770159, 4.147948300202676, 8.330833081358358, 84, 471.13708243149506
PL#1, 12, 9, 21, WS#6@PL#1, 0.40070868307707186, 13.349920460056518, 4.035802412940384, 8.330833081358358, 84, 442.5052645884849
PL#1, 130, 58, 188, WS#1@PL#1, 0.29542788780185136, 4.117457368550328, 4.016189183655234, 7.304108976205627, 85, 888.9818880428685
PL#1, 18, 6, 24, WS#2@PL#1, 0.3454255116349154, 4.256643121269847, 4.075828918440098, 7.304108976205627, 85, 269.82499167806367
PL#1, 8, 9, 17, WS#3@PL#1, 0.19354824759626077, 4.667553225609656, 3.9435249242470176, 7.304108976205627, 85, 135.74725358202429
PL#1, 5, 6, 11, WS#4@PL#1, 0.18094454187619272, 2.5473479454737467, 3.9622812259847926, 7.304108976205627, 85, 112.18036314220465
PL#1, 7, 6, 13, WS#5@PL#1, 0.3809081145477767, 2.7432655128785335, 4.062606377706998, 7.304108976205627, 85, 146.69116586758614
PL#1, 5, 4, 9, WS#6@PL#1, 0.29040450653598526, 2.5904034124309856, 4.053701428741414, 7.304108976205627, 85, 112.34242485100592
PL#1, 553, 299, 852, WS#1@PL#1, 0.3533179016492317, 13.623670132945108, 4.007818334412849, 8.863588321390864, 86, 14782.258990856033
PL#1, 46, 32, 78, WS#2@PL#1, 0.2924569842512512, 12.141688526206721, 4.001179665044075, 8.863588321390864, 86, 2532.8789188463556
PL#1, 41, 30, 71, WS#3@PL#1, 0.24626576090738, 10.895482640486886, 4.050930240517617, 8.863588321390864, 86, 1713.8910632807788
PL#1, 30, 15, 45, WS#4@PL#1, 0.33023502805498617, 10.541974903839098, 3.90694728198046, 8.863588321390864, 86, 1166.5559694588487
PL#1, 30, 12, 42, WS#5@PL#1, 0.31433007740481916, 14.436148863899396, 4.071860144895333, 8.863588321390864, 86, 1060.345617757035
PL#1, 30, 15, 45, WS#6@PL#1, 0.4607518107795227, 13.707111072955186, 4.133427792804859, 8.863588321390864, 86, 1446.9948301226455
PL#1, 1145, 571, 1716, WS#1@PL#1, 0.3341146159497518, 10.878118019978254, 4.000889208255163, 8.212615282502668, 87, 22110.18725596349
PL#1, 119, 65, 184, WS#2@PL#1, 0.33271767181415435, 8.791825601521271, 3.9380198938255035, 8.212615282502668, 87, 2676.7579803273443
PL#1, 98, 43, 141, WS#3@PL#1, 0.413417030960293, 10.387159860181013, 4.014750221737552, 8.212615282502668, 87, 2115.9832240878573
PL#1, 70, 33, 103, WS#4@PL#1, 0.3639907274622994, 8.929952065615273, 4.060313006221664, 8.212615282502668, 87, 994.3064212239359
PL#1, 66, 38, 104, WS#5@PL#1, 0.23686839778424976, 9.207379183256396, 3.9893688375172807, 8.212615282502668, 87, 727.1765754098004
PL#1, 56, 24, 80, WS#6@PL#1, 0.38490559620174086, 8.542463305176904, 4.012370395719205, 8.212615282502668, 87, 983.0785510990088
PL#1, 488, 249, 737, WS#1@PL#1, 0.33749744094930806, 14.142858569771112, 3.9834862017622994, 8.63983556390665, 88, 13333.466727009007
PL#1, 45, 18, 63, WS#2@PL#1, 0.2696293879119792, 10.661444967029, 4.017209237563025, 8.63983556390665, 88, 1698.9038350918377
PL#1, 34, 20, 54, WS#3@PL#1, 0.30852585093229834, 11.579076919575112, 3.891051474414564, 8.63983556390665, 88, 1669.5526704936078
PL#1, 25, 9, 34, WS#4@PL#1, 0.2987122790388052, 9.460696902441558, 3.9680442671464147, 8.63983556390665, 88, 949.5660432431933
PL#1, 26, 16, 42, WS#5@PL#1, 0.3129860587633013, 13.396181625879912, 3.8591228424561708, 8.63983556390665, 88, 1378.7404907518066
PL#1, 21, 11, 32, WS#6@PL#1, 0.3674281106322155, 9.656849744237384, 3.988246736988624, 8.63983556390665, 88, 652.4924035901768
PL#1, 474, 218, 692, WS#1@PL#1, 0.36544628551209934, 14.47642937928315, 4.020380053838755, 8.819474302079493, 89, 14103.510906767799
PL#1, 36, 14, 50, WS#2@PL#1, 0.3307048746045688, 15.462875051702865, 3.9998851943404716, 8.819474302079493, 89, 1595.8083721738817
PL#1, 33, 16, 49, WS#3@PL#1, 0.3552741354098481, 11.84551675409795, 3.9361571331285186, 8.819474302079493, 89, 1535.1629610517648
PL#1, 28, 18, 46, WS#4@PL#1, 0.30806270639770994, 8.12909542486851, 3.9813706699267755, 8.819474302079493, 89, 893.0326633575323
PL#1, 24, 19, 43, WS#5@PL#1, 0.3443683477205113, 11.74773761180282, 3.859593213989183, 8.819474302079493, 89, 1127.407255314859
PL#1, 22, 8, 30, WS#6@PL#1, 0.22199951788688388, 13.604412457066994, 4.0419490171908095, 8.819474302079493, 89, 798.6995449409709
PL#1, 937, 516, 1453, WS#1@PL#1, 0.3354058324727287, 11.958321504466841, 3.9885893233797884, 8.516402071581059, 90, 21871.3821133461
PL#1, 97, 49, 146, WS#2@PL#1, 0.3041589212710765, 8.425204210648886, 4.0045509578522545, 8.516402071581059, 90, 3233.811374545269
PL#1, 70, 42, 112, WS#3@PL#1, 0.32850880360775137, 10.445430990147115, 4.034883743403606, 8.516402071581059, 90, 2423.6120182735926
PL#1, 50, 41, 91, WS#4@PL#1, 0.31105928504449243, 10.211875830454385, 4.019343344017349, 8.516402071581059, 90, 1938.212268714989
PL#1, 60, 26, 86, WS#5@PL#1, 0.21989744290642455, 8.458921655113366, 3.9363649855652856, 8.516402071581059, 90, 1711.5273423371304
PL#1, 40, 24, 64, WS#6@PL#1, 0.27238491993077246, 10.597291778020132, 4.030250229136668, 8.516402071581059, 90, 1739.7097474320296
PL#1, 66, 31, 97, WS#1@PL#1, 0.40340336373544433, 6.326222422854182, 3.9714371827381387, 7.7007140374707275, 91, 913.5668640925509
PL#1, 7, 8, 15, WS#2@PL#1, 0.20969700731366236, 4.244269359994531, 3.76363942282031, 7.7007140374707275, 91, 127.09734709843273
PL#1, 4, 2, 6, WS#3@PL#1, 0.3931004104060811, 12.763049889208522, 3.8790334428131636, 7.7007140374707275, 91, 143.3645001560633
PL#1, 5, 2, 7, WS#4@PL#1, 0.11972286533108267, 3.367931253478975, 3.8875016619639693, 7.7007140374707275, 91, 113.39048327936781
PL#1, 6, 2, 8, WS#5@PL#1, 0.4041175979776028, 12.603956440384206, 3.7181174231002583, 7.7007140374707275, 91, 444.9269284074814
PL#1, 3, 2, 5, WS#6@PL#1, 0.06469851343308264, 0.0, 4.028809458715894, 7.7007140374707275, 91, 66.12939702686617
PL#1, 1137, 567, 1704, WS#1@PL#1, 0.34351785511324895, 13.833169651339226, 3.9943385229861796, 8.824317996638914, 92, 28843.268971772748
PL#1, 98, 52, 150, WS#2@PL#1, 0.42659627849132253, 9.67139070639451, 4.005586412112848, 8.824317996638914, 92, 2401.3451202545984
PL#1, 80, 46, 126, WS#3@PL#1, 0.3406660173190801, 10.785664670690245, 4.036272476947058, 8.824317996638914, 92, 2151.2322415933463
PL#1, 52, 37, 89, WS#4@PL#1, 0.34186890653890956, 11.414891345699804, 3.9619367990000014, 8.824317996638914, 92, 1313.9467629517171
PL#1, 74, 34, 108, WS#5@PL#1, 0.2935054896315659, 13.189922147932108, 3.9881000056147164, 8.824317996638914, 92, 2014.8473531331538
PL#1, 58, 20, 78, WS#6@PL#1, 0.3194245671638981, 11.088823757308647, 3.9579060464339104, 8.824317996638914, 92, 1048.737924530291
PL#1, 1069, 521, 1590, WS#1@PL#1, 0.3404328772478274, 15.59470147466083, 4.020529798542435, 8.750367502929434, 93, 33938.617431732506
PL#1, 86, 32, 118, WS#2@PL#1, 0.37846515020968663, 15.516274901124596, 4.06655319061147, 8.750367502929434, 93, 4344.658813251872
PL#1, 79, 40, 119, WS#3@PL#1, 0.3010365216624973, 11.512051786042326, 4.008682368518319, 8.750367502929434, 93, 3195.379507358711
PL#1, 61, 31, 92, WS#4@PL#1, 0.31027494562208136, 15.606588828638852, 3.9465266512814257, 8.750367502929434, 93, 2801.196005093669
PL#1, 66, 36, 102, WS#5@PL#1, 0.3776440780145709, 18.38968151935015, 3.86736931912043, 8.750367502929434, 93, 3648.4886886336467
PL#1, 53, 23, 76, WS#6@PL#1, 0.348191139923567, 13.808055547396872, 3.923917963679865, 8.750367502929434, 93, 2145.501173294373
PL#1, 576, 247, 823, WS#1@PL#1, 0.32582989183492206, 14.142050208346088, 4.012467685297582, 9.18986510765404, 94, 16622.280819130996
PL#1, 57, 24, 81, WS#2@PL#1, 0.38069881225075175, 9.443162155333571, 4.055534363348768, 9.18986510765404, 94, 2071.9290406580567
PL#1, 38, 22, 60, WS#3@PL#1, 0.43914125439427293, 12.617396368279612, 3.987299342619858, 9.18986510765404, 94, 1829.6355371611944
PL#1, 28, 25, 53, WS#4@PL#1, 0.3610509920729102, 12.235310352609968, 4.009197416461058, 9.18986510765404, 94, 1349.5567580740808
PL#1, 37, 19, 56, WS#5@PL#1, 0.4288355608207606, 14.610050854729122, 4.065272939178096, 9.18986510765404, 94, 1826.8323508717572
PL#1, 22, 12, 34, WS#6@PL#1, 0.22742854122644948, 12.978189596918511, 4.008240133195794, 9.18986510765404, 94, 976.9875887899468
PL#1, 808, 408, 1216, WS#1@PL#1, 0.3475991331154831, 12.846876694630284, 4.007300552824688, 8.554178181167963, 95, 19967.97296792098
PL#1, 80, 32, 112, WS#2@PL#1, 0.44377493117064415, 10.526646545992582, 3.938061814131429, 8.554178181167963, 95, 3355.8624342956064
PL#1, 54, 21, 75, WS#3@PL#1, 0.3226489828076399, 10.165705295376805, 4.058310736299803, 8.554178181167963, 95, 1936.660264084177
PL#1, 43, 23, 66, WS#4@PL#1, 0.3283179490560709, 10.637791238943954, 3.950308502307564, 8.554178181167963, 95, 1547.299029465918
PL#1, 46, 25, 71, WS#5@PL#1, 0.30331253049464096, 10.68821931320734, 4.088633670825726, 8.554178181167963, 95, 1679.5225514510266
PL#1, 37, 20, 57, WS#6@PL#1, 0.32351635843332505, 10.89912376908702, 3.94152410768166, 8.554178181167963, 95, 1305.0230106993654
PL#1, 604, 327, 931, WS#1@PL#1, 0.31590439461129816, 13.906427231117817, 4.003013639269089, 8.449412739435534, 96, 17264.387705454803
PL#1, 56, 18, 74, WS#2@PL#1, 0.29074298514772473, 12.152976254649776, 4.041498562808541, 8.449412739435534, 96, 2551.627432004522
